Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2017-2018,Male,2-19,All,Vitamin D,5.0,0.3,4.5,5.6,,,,
2017-2018,Male,2-5,All,Vitamin D,5.5,0.2,5.1,6.0,,,,
2017-2018,Male,6-11,All,Vitamin D,5.3,0.3,4.8,5.8,,,,
2017-2018,Male,12-19,All,Vitamin D,5.0,0.3,4.5,5.6,,,,
2007-2008,All,2 and over,All,Sodium,3329.6,52.1,3226.7,3432.5,,,,
2007-2008,Male,2 and over,All,Sodium,3851.4,72.0,3709.3,3993.5,,,,
2017-2018,Male,20 and over,All,Vitamin D,4.8,0.2,4.4,5.1,,,,
2017-2018,Male,20-29,All,Vitamin D,4.8,0.5,3.8,5.7,,,,
2017-2018,Male,30-39,All,Vitamin D,4.4,0.4,3.6,5.1,,,,
2017-2018,Male,40-49,All,Vitamin D,4.3,0.4,3.5,5.1,,,,
2017-2018,Male,50-59,All,Vitamin D,4.3,0.3,3.7,4.9,,,,
2017-2018,Male,60-69,All,Vitamin D,4.9,0.5,4.0,5.8,,,,
2017-2018,Male,70 and over,All,Vitamin D,6.2,1.0,4.2,8.3,,,,
1999-2000,All,2 and over,All,Calcium,855.8,14.3,827.6,884.1,,,,
1999-2000,Male,2 and over,All,Calcium,961.0,14.1,933.2,988.9,,,,
1999-2000,Female,2 and over,All,Calcium,755.7,15.6,725.0,786.5,,,,
2001-2002,All,2 and over,All,Calcium,900.4,15.8,869.2,931.6,,,,
2001-2002,Male,2 and over,All,Calcium,1024.9,22.9,979.7,1070.0,,,,
2001-2002,Female,2 and over,All,Calcium,782.1,13.7,755.0,809.3,,,,
2003-2004,All,2 and over,All,Calcium,917.8,16.6,884.9,950.6,,,,
2003-2004,Male,2 and over,All,Calcium,1029.2,20.1,989.5,1068.8,,,,
2003-2004,Female,2 and over,All,Calcium,810.8,16.8,777.6,844.0,,,,
2005-2006,All,2 and over,All,Calcium,969.6,18.9,932.3,1007.0,,,,
2005-2006,Male,2 and over,All,Calcium,1080.9,20.1,1041.1,1120.6,,,,
2005-2006,Female,2 and over,All,Calcium,863.7,20.6,823.0,904.5,,,,
2007-2008,All,2 and over,All,Calcium,945.9,20.2,906.0,985.9,,,,
2007-2008,Male,2 and over,All,Calcium,1052.0,22.1,1008.4,1095.6,,,,
2007-2008,Female,2 and over,All,Calcium,848.4,22.9,803.1,893.6,,,,
2009-2010,All,2 and over,All,Calcium,1028.6,7.1,1014.6,1042.7,,,,
2009-2010,Male,2 and over,All,Calcium,1150.3,11.9,1126.9,1173.8,,,,
2009-2010,Female,2 and over,All,Calcium,913.0,7.9,897.4,928.6,,,,
2011-2012,All,2 and over,All,Calcium,1012.2,13.8,985.0,1039.4,,,,
2011-2012,Male,2 and over,All,Calcium,1137.1,21.2,1095.2,1179.0,,,,
2011-2012,Female,2 and over,All,Calcium,890.5,12.9,865.0,916.0,,,,
2013-2014,All,2 and over,All,Calcium,978.4,11.2,956.3,1000.5,,,,
2013-2014,Male,2 and over,All,Calcium,1098.0,13.8,1070.7,1125.2,,,,
2013-2014,Female,2 and over,All,Calcium,862.6,10.3,842.3,882.9,,,,
2015-2016,All,2 and over,All,Calcium,956.4,19.1,918.8,994.1,,,,
2015-2016,Male,2 and over,All,Calcium,1062.2,19.9,1022.8,1101.6,,,,
2015-2016,Female,2 and over,All,Calcium,856.0,18.4,819.7,892.3,,,,
2017-2018,All,2 and over,All,Calcium,967.8,13.1,942.0,993.6,,,,
2017-2018,Male,2 and over,All,Calcium,1078.4,16.9,1045.1,1111.8,,,,
2017-2018,Female,2 and over,All,Calcium,862.5,15.2,832.4,892.6,,,,
1999-2000,All,2 and over,All,Dietary Fiber,14.8,0.4,14.1,15.6,,,,
1999-2000,Male,2 and over,All,Dietary Fiber,16.5,0.4,15.7,17.3,,,,
1999-2000,Female,2 and over,All,Dietary Fiber,13.3,0.5,12.3,14.2,,,,
2001-2002,All,2 and over,All,Dietary Fiber,15.3,0.3,14.6,15.9,,,,
2001-2002,Male,2 and over,All,Dietary Fiber,16.9,0.5,16.0,17.8,,,,
2001-2002,Female,2 and over,All,Dietary Fiber,13.7,0.2,13.2,14.2,,,,
2003-2004,All,2 and over,All,Dietary Fiber,14.8,0.3,14.2,15.5,,,,
2003-2004,Male,2 and over,All,Dietary Fiber,16.4,0.3,15.8,17.1,,,,
2003-2004,Female,2 and over,All,Dietary Fiber,13.3,0.4,12.6,14.0,,,,
2005-2006,All,2 and over,All,Dietary Fiber,15.1,0.3,14.6,15.6,,,,
2007-2008,Female,2 and over,All,Dietary Fiber,13.8,0.4,12.9,14.6,,,,
2009-2010,All,2 and over,All,Dietary Fiber,16.2,0.2,15.8,16.6,,,,
2009-2010,Male,2 and over,All,Dietary Fiber,17.6,0.3,17.0,18.2,,,,
2009-2010,Female,2 and over,All,Dietary Fiber,14.9,0.2,14.6,15.3,,,,
2011-2012,All,2 and over,All,Dietary Fiber,17.2,0.3,16.6,17.8,,,,
2011-2012,Male,2 and over,All,Dietary Fiber,19.1,0.3,18.5,19.8,,,,
2011-2012,Female,2 and over,All,Dietary Fiber,15.3,0.3,14.8,15.9,,,,
2013-2014,All,2 and over,All,Dietary Fiber,16.3,0.2,15.9,16.7,,,,
2013-2014,Male,2 and over,All,Dietary Fiber,17.9,0.3,17.4,18.4,,,,
2013-2014,Female,2 and over,All,Dietary Fiber,14.8,0.3,14.3,15.2,,,,
2015-2016,All,2 and over,All,Dietary Fiber,16.5,0.4,15.8,17.2,,,,
2015-2016,Male,2 and over,All,Dietary Fiber,17.9,0.4,17.1,18.7,,,,
2015-2016,Female,2 and over,All,Dietary Fiber,15.2,0.4,14.4,15.9,,,,
2017-2018,All,2 and over,All,Dietary Fiber,16.2,0.3,15.6,16.9,,,,
2017-2018,Male,2 and over,All,Dietary Fiber,17.5,0.3,16.8,18.1,,,,
2017-2018,Female,2 and over,All,Dietary Fiber,15.0,0.4,14.3,15.7,,,,
1999-2000,All,2 and over,All,Iron,15.2,0.3,14.5,15.8,,,,
1999-2000,Male,2 and over,All,Iron,17.2,0.4,16.5,17.9,,,,
1999-2000,Female,2 and over,All,Iron,13.2,0.3,12.6,13.8,,,,
2001-2002,All,2 and over,All,Iron,15.5,0.3,15.0,16.0,,,,
2001-2002,Male,2 and over,All,Iron,17.8,0.4,17.1,18.6,,,,
2001-2002,Female,2 and over,All,Iron,13.3,0.2,13.0,13.6,,,,
2003-2004,All,2 and over,All,Iron,15.7,0.2,15.3,16.0,,,,
2003-2004,Male,2 and over,All,Iron,18.0,0.2,17.6,18.3,,,,
2003-2004,Female,2 and over,All,Iron,13.4,0.2,13.0,13.9,,,,
2005-2006,All,2 and over,All,Iron,15.9,0.2,15.5,16.3,,,,
2005-2006,Male,2 and over,All,Iron,18.3,0.2,17.9,18.8,,,,
2005-2006,Female,2 and over,All,Iron,13.6,0.2,13.3,13.9,,,,
2007-2008,All,2 and over,All,Iron,14.8,0.3,14.2,15.3,,,,
2007-2008,Male,2 and over,All,Iron,16.8,0.3,16.1,17.4,,,,
2007-2008,Female,2 and over,All,Iron,12.9,0.3,12.4,13.4,,,,
2009-2010,All,2 and over,All,Iron,14.9,0.1,14.7,15.1,,,,
2009-2010,Male,2 and over,All,Iron,16.9,0.2,16.5,17.2,,,,
2009-2010,Female,2 and over,All,Iron,13.1,0.1,12.8,13.3,,,,
2011-2012,All,2 and over,All,Iron,15.4,0.1,15.2,15.7,,,,
2011-2012,Male,2 and over,All,Iron,17.6,0.2,17.2,17.9,,,,
2011-2012,Female,2 and over,All,Iron,13.3,0.2,12.9,13.7,,,,
2013-2014,All,2 and over,All,Iron,14.4,0.1,14.1,14.7,,,,
2013-2014,Male,2 and over,All,Iron,16.3,0.2,16.0,16.7,,,,
2013-2014,Female,2 and over,All,Iron,12.5,0.1,12.2,12.8,,,,
2015-2016,All,2 and over,All,Iron,14.0,0.2,13.6,14.3,,,,
2015-2016,Male,2 and over,All,Iron,15.8,0.2,15.3,16.3,,,,
2015-2016,Female,2 and over,All,Iron,12.2,0.1,12.0,12.5,,,,
2017-2018,All,2 and over,All,Iron,14.0,0.2,13.7,14.3,,,,
2017-2018,Male,2 and over,All,Iron,15.7,0.2,15.3,16.1,,,,
2017-2018,Female,2 and over,All,Iron,12.3,0.2,11.9,12.7,,,,
1999-2000,All,2 and over,All,Potassium,2643.0,43.8,2556.4,2729.6,,,,
1999-2000,Male,2 and over,All,Potassium,2972.8,43.0,2887.9,3057.7,,,,
1999-2000,Female,2 and over,All,Potassium,2329.3,48.0,2234.4,2424.1,,,,
2001-2002,All,2 and over,All,Potassium,2634.5,39.0,2557.5,2711.6,,,,
2001-2002,Male,2 and over,All,Potassium,2996.5,60.1,2877.8,3115.1,,,,
2001-2002,Female,2 and over,All,Potassium,2290.8,37.5,2216.8,2364.8,,,,
2003-2004,All,2 and over,All,Potassium,2621.8,35.9,2550.8,2692.8,,,,
2003-2004,Male,2 and over,All,Potassium,2953.4,42.9,2868.6,3038.2,,,,
2003-2004,Female,2 and over,All,Potassium,2303.4,33.9,2236.4,2370.3,,,,
2005-2006,All,2 and over,All,Potassium,2617.1,33.9,2550.1,2684.1,,,,
2005-2006,Male,2 and over,All,Potassium,2978.2,39.1,2900.9,3055.4,,,,
2005-2006,Female,2 and over,All,Potassium,2273.3,31.4,2211.2,2335.4,,,,
2007-2008,All,2 and over,All,Potassium,2509.4,46.2,2418.1,2600.8,,,,
2007-2008,Male,2 and over,All,Potassium,2840.5,48.7,2744.3,2936.7,,,,
2007-2008,Female,2 and over,All,Potassium,2204.8,45.8,2114.4,2295.2,,,,
2009-2010,All,2 and over,All,Potassium,2640.2,18.0,2604.6,2675.8,,,,
2009-2010,Male,2 and over,All,Potassium,2977.9,33.1,2912.5,3043.3,,,,
2009-2010,Female,2 and over,All,Potassium,2319.2,18.4,2282.9,2355.5,,,,
2011-2012,All,2 and over,All,Potassium,2664.6,32.6,2600.1,2729.0,,,,
2011-2012,Male,2 and over,All,Potassium,3021.4,47.8,2927.0,3115.8,,,,
2011-2012,Female,2 and over,All,Potassium,2317.1,35.2,2247.6,2386.5,,,,
2013-2014,All,2 and over,All,Potassium,2538.1,28.6,2481.5,2594.7,,,,
2013-2014,Male,2 and over,All,Potassium,2866.3,31.7,2803.7,2928.9,,,,
2013-2014,Female,2 and over,All,Potassium,2220.2,32.2,2156.5,2283.8,,,,
2015-2016,All,2 and over,All,Potassium,2501.7,35.7,2431.2,2572.1,,,,
2015-2016,Male,2 and over,All,Potassium,2782.4,39.2,2705.0,2859.8,,,,
2015-2016,Female,2 and over,All,Potassium,2235.1,39.5,2157.1,2313.1,,,,
2017-2018,All,2 and over,All,Potassium,2496.3,31.2,2434.7,2557.9,,,,
2017-2018,Male,2 and over,All,Potassium,2767.4,35.9,2696.5,2838.3,,,,
2017-2018,Female,2 and over,All,Potassium,2238.2,41.5,2156.3,2320.2,,,,
1999-2000,All,2 and over,All,Saturated Fat,26.9,0.4,26.1,27.6,,,,
1999-2000,Male,2 and over,All,Saturated Fat,31.1,0.4,30.2,31.9,,,,
1999-2000,Female,2 and over,All,Saturated Fat,22.8,0.4,22.2,23.5,,,,
2001-2002,All,2 and over,All,Saturated Fat,26.5,0.3,25.9,27.1,,,,
2001-2002,Male,2 and over,All,Saturated Fat,30.9,0.5,29.9,32.0,,,,
2001-2002,Female,2 and over,All,Saturated Fat,22.2,0.2,21.8,22.7,,,,
2003-2004,All,2 and over,All,Saturated Fat,27.7,0.2,27.2,28.1,,,,
2003-2004,Male,2 and over,All,Saturated Fat,31.7,0.4,30.9,32.4,,,,
2003-2004,Female,2 and over,All,Saturated Fat,23.8,0.3,23.3,24.3,,,,
2005-2006,All,2 and over,All,Saturated Fat,27.8,0.5,26.9,28.8,,,,
2005-2006,Male,2 and over,All,Saturated Fat,32.6,0.6,31.5,33.7,,,,
2005-2006,Female,2 and over,All,Saturated Fat,23.3,0.4,22.4,24.2,,,,
2007-2008,All,2 and over,All,Saturated Fat,26.3,0.5,25.4,27.2,,,,
2007-2008,Male,2 and over,All,Saturated Fat,30.5,0.6,29.5,31.6,,,,
2007-2008,Female,2 and over,All,Saturated Fat,22.5,0.4,21.7,23.3,,,,
2009-2010,All,2 and over,All,Saturated Fat,25.5,0.3,24.9,26.1,,,,
2009-2010,Male,2 and over,All,Saturated Fat,29.5,0.6,28.4,30.6,,,,
2009-2010,Female,2 and over,All,Saturated Fat,21.7,0.2,21.4,22.0,,,,
2011-2012,All,2 and over,All,Saturated Fat,26.2,0.4,25.5,26.9,,,,
2011-2012,Male,2 and over,All,Saturated Fat,30.1,0.5,29.1,31.1,,,,
2011-2012,Female,2 and over,All,Saturated Fat,22.4,0.4,21.6,23.2,,,,
2013-2014,All,2 and over,All,Saturated Fat,26.3,0.2,25.8,26.7,,,,
2013-2014,Male,2 and over,All,Saturated Fat,30.1,0.4,29.4,30.8,,,,
2013-2014,Female,2 and over,All,Saturated Fat,22.6,0.2,22.1,23.0,,,,
2015-2016,All,2 and over,All,Saturated Fat,27.1,0.4,26.2,27.9,,,,
2015-2016,Male,2 and over,All,Saturated Fat,30.7,0.7,29.4,31.9,,,,
2015-2016,Female,2 and over,All,Saturated Fat,23.6,0.3,23.1,24.2,,,,
2017-2018,All,2 and over,All,Saturated Fat,28.0,0.3,27.4,28.6,,,,
2017-2018,Male,2 and over,All,Saturated Fat,31.8,0.4,31.0,32.6,,,,
2017-2018,Female,2 and over,All,Saturated Fat,24.4,0.4,23.7,25.1,,,,
1999-2000,All,2 and over,All,Sodium,3382.2,51.3,3280.8,3483.6,,,,
1999-2000,Male,2 and over,All,Sodium,3904.7,58.1,3790.0,4019.4,,,,
1999-2000,Female,2 and over,All,Sodium,2885.1,44.0,2798.1,2972.1,,,,
2001-2002,All,2 and over,All,Sodium,3340.1,28.1,3284.5,3395.7,,,,
2001-2002,Male,2 and over,All,Sodium,3851.3,48.1,3756.3,3946.4,,,,
2001-2002,Female,2 and over,All,Sodium,2854.6,31.8,2791.8,2917.4,,,,
2003-2004,All,2 and over,All,Sodium,3407.6,30.5,3347.4,3467.8,,,,
2003-2004,Male,2 and over,All,Sodium,3918.3,45.1,3829.3,4007.4,,,,
2003-2004,Female,2 and over,All,Sodium,2917.2,34.7,2848.7,2985.6,,,,
2005-2006,All,2 and over,All,Sodium,3436.3,47.5,3342.4,3530.1,,,,
2005-2006,Male,2 and over,All,Sodium,4004.7,58.3,3889.6,4119.8,,,,
2005-2006,Female,2 and over,All,Sodium,2894.9,40.6,2814.6,2975.2,,,,
2007-2008,Female,2 and over,All,Sodium,2849.5,42.0,2766.6,2932.5,,,,
2009-2010,All,2 and over,All,Sodium,3462.8,19.4,3424.4,3501.1,,,,
2009-2010,Male,2 and over,All,Sodium,4019.3,31.6,3956.9,4081.7,,,,
2009-2010,Female,2 and over,All,Sodium,2933.7,15.4,2903.4,2964.1,,,,
2011-2012,All,2 and over,All,Sodium,3478.0,24.4,3429.8,3526.1,,,,
2011-2012,Male,2 and over,All,Sodium,4023.9,45.4,3934.3,4113.5,,,,
2011-2012,Female,2 and over,All,Sodium,2946.3,31.8,2883.6,3009.0,,,,
2013-2014,All,2 and over,All,Sodium,3409.2,27.7,3354.5,3463.8,,,,
2013-2014,Male,2 and over,All,Sodium,3914.6,46.2,3823.4,4005.8,,,,
2013-2014,Female,2 and over,All,Sodium,2919.6,20.5,2879.1,2960.2,,,,
2015-2016,All,2 and over,All,Sodium,3410.4,33.6,3344.0,3476.9,,,,
2015-2016,Male,2 and over,All,Sodium,3898.6,56.6,3786.7,4010.4,,,,
2015-2016,Female,2 and over,All,Sodium,2946.9,31.5,2884.6,3009.2,,,,
2017-2018,All,2 and over,All,Sodium,3389.1,34.8,3320.3,3457.9,,,,
2017-2018,Male,2 and over,All,Sodium,3894.6,48.4,3799.1,3990.1,,,,
2017-2018,Female,2 and over,All,Sodium,2908.0,38.5,2832.0,2983.9,,,,
1999-2000,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2007-2008,All,2 and over,All,Vitamin D,4.6,0.1,4.4,4.8,,,,
2007-2008,Male,2 and over,All,Vitamin D,5.2,0.2,4.8,5.6,,,,
2007-2008,Female,2 and over,All,Vitamin D,4.0,0.1,3.8,4.2,,,,
2009-2010,All,2 and over,All,Vitamin D,5.3,0.1,5.1,5.6,,,,
2009-2010,Male,2 and over,All,Vitamin D,6.0,0.1,5.8,6.3,,,,
2009-2010,Female,2 and over,All,Vitamin D,4.7,0.1,4.4,5.0,,,,
2011-2012,All,2 and over,All,Vitamin D,5.0,0.1,4.8,5.2,,,,
2011-2012,Male,2 and over,All,Vitamin D,5.8,0.2,5.5,6.2,,,,
2011-2012,Female,2 and over,All,Vitamin D,4.2,0.1,4.0,4.4,,,,
2013-2014,All,2 and over,All,Vitamin D,4.9,0.1,4.6,5.1,,,,
2013-2014,Male,2 and over,All,Vitamin D,5.7,0.2,5.2,6.1,,,,
2013-2014,Female,2 and over,All,Vitamin D,4.1,0.1,4.0,4.3,,,,
2015-2016,All,2 and over,All,Vitamin D,4.8,0.2,4.5,5.1,,,,
2015-2016,Male,2 and over,All,Vitamin D,5.3,0.2,4.9,5.7,,,,
2015-2016,Female,2 and over,All,Vitamin D,4.4,0.1,4.1,4.7,,,,
2017-2018,All,2 and over,All,Vitamin D,4.3,0.1,4.1,4.6,,,,
2017-2018,Male,2 and over,All,Vitamin D,4.9,0.1,4.6,5.1,,,,
2017-2018,Female,2 and over,All,Vitamin D,3.8,0.1,3.5,4.1,,,,
1999-2000,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Calcium,944.5,17.9,909.3,979.8,,,,
2009-2010,All,2 and over,Hispanic,Calcium,991.8,19.4,953.5,1030.1,,,,
2011-2012,All,2 and over,Hispanic,Calcium,1045.0,21.2,1003.2,1086.8,,,,
2013-2014,All,2 and over,Hispanic,Calcium,1024.9,21.4,982.6,1067.1,,,,
2015-2016,All,2 and over,Hispanic,Calcium,972.5,15.0,942.8,1002.3,,,,
2017-2018,All,2 and over,Hispanic,Calcium,997.0,25.5,946.5,1047.4,,,,
1999-2000,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Dietary Fiber,15.9,0.4,15.2,16.7,,,,
2009-2010,All,2 and over,Hispanic,Dietary Fiber,17.0,0.4,16.2,17.9,,,,
2011-2012,All,2 and over,Hispanic,Dietary Fiber,18.1,0.6,17.0,19.2,,,,
2013-2014,All,2 and over,Hispanic,Dietary Fiber,18.2,0.6,17.0,19.4,,,,
2015-2016,All,2 and over,Hispanic,Dietary Fiber,17.5,0.4,16.8,18.3,,,,
2017-2018,All,2 and over,Hispanic,Dietary Fiber,18.4,0.5,17.4,19.3,,,,
1999-2000,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Iron,14.5,0.2,14.2,14.9,,,,
2009-2010,All,2 and over,Hispanic,Iron,14.5,0.2,14.1,14.9,,,,
2011-2012,All,2 and over,Hispanic,Iron,16.3,0.4,15.6,17.1,,,,
2013-2014,All,2 and over,Hispanic,Iron,14.9,0.3,14.3,15.4,,,,
2015-2016,All,2 and over,Hispanic,Iron,14.3,0.3,13.8,14.7,,,,
2017-2018,All,2 and over,Hispanic,Iron,14.5,0.3,14.0,15.0,,,,
1999-2000,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Potassium,2449.0,53.1,2344.1,2554.0,,,,
2009-2010,All,2 and over,Hispanic,Potassium,2556.3,34.3,2488.6,2624.1,,,,
2011-2012,All,2 and over,Hispanic,Potassium,2645.0,34.9,2576.1,2713.9,,,,
2013-2014,All,2 and over,Hispanic,Potassium,2550.8,59.5,2433.2,2668.3,,,,
2015-2016,All,2 and over,Hispanic,Potassium,2436.1,39.1,2358.9,2513.4,,,,
2017-2018,All,2 and over,Hispanic,Potassium,2530.7,53.6,2424.7,2636.6,,,,
1999-2000,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Saturated Fat,24.3,0.4,23.5,25.0,,,,
2009-2010,All,2 and over,Hispanic,Saturated Fat,23.3,0.4,22.6,24.1,,,,
2011-2012,All,2 and over,Hispanic,Saturated Fat,25.6,0.5,24.5,26.7,,,,
2013-2014,All,2 and over,Hispanic,Saturated Fat,26.2,0.6,24.9,27.4,,,,
2015-2016,All,2 and over,Hispanic,Saturated Fat,26.4,0.3,25.7,27.1,,,,
2017-2018,All,2 and over,Hispanic,Saturated Fat,26.1,0.6,24.9,27.3,,,,
1999-2000,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Sodium,3114.5,33.3,3048.7,3180.3,,,,
2009-2010,All,2 and over,Hispanic,Sodium,3252.3,49.3,3154.9,3349.6,,,,
2011-2012,All,2 and over,Hispanic,Sodium,3466.2,53.8,3360.0,3572.4,,,,
2013-2014,All,2 and over,Hispanic,Sodium,3423.9,59.7,3305.9,3541.8,,,,
2015-2016,All,2 and over,Hispanic,Sodium,3372.3,46.9,3279.7,3465.0,,,,
2017-2018,All,2 and over,Hispanic,Sodium,3349.7,59.0,3233.2,3466.1,,,,
1999-2000,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2001-2002,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2003-2004,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2007-2008,All,2 and over,Hispanic,Vitamin D,4.9,0.2,4.5,5.2,,,,
2009-2010,All,2 and over,Hispanic,Vitamin D,5.2,0.1,5.0,5.4,,,,
2011-2012,All,2 and over,Hispanic,Vitamin D,5.3,0.2,5.0,5.6,,,,
2013-2014,All,2 and over,Hispanic,Vitamin D,4.8,0.2,4.5,5.1,,,,
2015-2016,All,2 and over,Hispanic,Vitamin D,4.9,0.1,4.7,5.1,,,,
2017-2018,All,2 and over,Hispanic,Vitamin D,4.6,0.2,4.3,4.9,,,,
1999-2000,All,2 and over,Mexican American,Calcium,825.0,17.8,789.7,860.3,,,,
2001-2002,All,2 and over,Mexican American,Calcium,920.2,24.2,872.4,968.0,,,,
